label,text,class
spam,(광고)[이벤트] 몰테일 인기상품 이메일 구독 이벤트~!,1
spam,중요 메일메일 제목(광고) 갤럭시 S23 시리즈 4만원 한정특가! 지금 바로 확인하세요~,1
spam,"(광고)연진아, 오늘은 에세이를 써봤어 (feat. 오뚜기)
메일 수신을 원치 않으시면 [수신거부]를 클릭하십시오. ",1
spam,"(광고)라식/라섹이 99만원?! 최대 49% 특가 할인 이벤트안내
본 메일은 2020년 08월 12일에 my포텐 마케팅 및 제휴(보험·상조·렌탈)경품 이벤트에 참여하시고, 이메일 수신에 동의하신 고객님께 보내드립니다.
본 메일은 <개인정보보호법, 정보통신망 이용 촉진 및 정보 보호 등에 관한 법률>등 관계 법령을 준수합니다.
본 메일은 발신 전용으로 관리자에게 회신되지 않으므로 아래 문의 메일로 문의 주시기 바랍니다.",1
spam,"(광고) OOO님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!새 창으로 메일 보기",1
spam,"(광고) ""지난주 1,058회 1등 20억/13명 당첨"" 이번주 꼭! '1등'에 당첨되셔서 대박나세요..",1
spam,"(광고) 달콤한 사과와 매콤한 떡볶이의 환상적인 조합 ""창영이 떡볶이X2팩"" 맛있게 드세요.",1
spam,"구글, 아마존, 넷플릭스가 원하는 인재란?
깔끔하게 웹으로 보고싶다면 눌러주세요!",1
spam,"(광고)[에듀윌] 봄이라서 준비해 봄! 참여하고 100% 선물 받자!
본 메일은 2023년 3월 27일 기준 메일수신 동의여부를 확인한 결과 동의하신 회원님께 보내는 메일입니다.
본 메일은 2023년 3월 13일 기준 메일수신 동의여부를 확인한 결과 동의하신 회원님께 보내는 메일입니다.",1
spam,"(광고)마라도 길고양이가 내쫓긴 사연
오늘의 뉴닉
우여곡절 끝에 국민의힘을 이끌 당대표가 뽑혔다는 소식과
우리나라 남쪽 끝 섬, 마라도에서 길고양이가 쫓겨난 사연 알아봤어요.",1
spam,"(광고)(기프티콘) 사회생활에 대한 본인의 생각을 공유해 주세요. (추첨통해 스타벅스 기프티콘 증정)
본 메일은 정보통신망법률 등 관련규정에 의거하여 2023. 3. 8 기준으로 메일 수신에 동의하신 회원님들을 대상으로 발송되었습니다..",1
spam,"[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Crispin Hellion Glover...] 판매가 시작되었습니다.
시리즈/잡지 신상품 알림 서비스란?
시리즈의 최신상품, 잡지의 최신호 판매가 시작되면 알려드리는 서비스입니다. 나의 신청내역 보기",1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,"[무료교육] 창업, 미리 준비하는 것이 성공창업의 길입니다",1
spam,"(광고) 갤럭시 S23 시리즈 4만원 한정특가! 지금 바로 확인하세요~
본 메일은 (주)엔비즈에서 시행하는 이벤트 참여자중 메일 받기를 동의하신 분들께 발송되는 메일 입니다.",1
spam,"먹고 싶은 음식을 할인받으세요.
즐거운 경기 관람을 위해 미리 준비하세요
시원한 음료와 맛있는 애피타이저를 문 앞으로 배달받고 좋아하는 팀 응원에만 집중하세요.지금 주문하기",1
spam,(광고)전기 기사 산업기사 필기 시험때...| 자격증 인기질문★TOP5,1
spam,"심플 피치/밸류 피치 운임이 최대 11% OFF 되는《11주년 기념 SALE》은 4일 23:59까지!
국제선 SALE은 4일 23:59까지!
심플 피치/밸류 피치 운임이 최대 11% OFF《11주년 기념 SALE》개최 중!
세일 종료임박.",1
spam,"(광고) 나이키 한정판 운동화 대량 입고 7,000원! ★실제 후기를 확인하세요★",1
spam,중요 메일메일 제목(광고)중요한 건 콕! 하려는 마음~ NH콕서포터즈2기 모집(~3월 13일 17시까지 접수),1
spam,(광고) ★지난주 1등 19억/14명 대박!!★ 당신도 가능합니다. 무료이벤트로 '꼭' 당첨되세요,1
spam,(광고)[3월 1주차] 대티즌 한주간의 최신 공모전,1
spam,"(광고) 박민경님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!",1
spam,[한국보건복지인재원] 보건산업교육실 2월 교육안내,1
spam,(광고) 저희와 함께 봄바람을 타고 떠나보실래요?,1
spam,(광고) [한국전파진흥협회] 2023년 메타버스아카데미 2기 모집,1
spam,"(광고) 노안교정,백내장 지원자를 찾습니다~",1
spam,중요 메일메일 제목(광고) Apple Arcade 1개월 무료 체험을 시작하세요,1
spam,"박민경님, [신입] 국민가게 [다이소]▶초봉 4,000만원 60여개 채용정보!",1
spam,광고)까탈로그 아니면 이런 거 누가 알려줘?,1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,[무료교육] 창업 지금부터 준비하셔야 노후가 편안합니다,1
spam,(광고) 갤럭시S23 폭탄 지원금 쏜다! 지금 바로 확인하세요~,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Duster (더스터) - 4집 Toge...] 판매가 시작되었습니다.,1
spam,"다음 식사에 맛있는 혜택을 드립니다.
망설이지 말고 지금 할인 혜택을 받아보세요!",1
spam,(광고)(기프티콘) 긱워커 참여를 망설이는 이유는 무엇입니까? (추첨통해 스타벅스 기프티콘 증정),1
spam,(광고)NEW! [2월 3주차] 대티즌 한주간의 최신 공모전,1
spam,"중요 메일메일 제목[채용시작] 한국에스지에스 ㈜, 가장 먼저 확인하세요.",1
spam,(광고) ★지난주 1등 31억/9명 대박!!★ 당신도 가능합니다. 무료이벤트로 '꼭' 당첨되세요,1
spam,(광고)새롭게 돌아온 오드리책방 시즌5!,1
spam,"(광고) 이벤트 신청하시고 ""1등"" 당첨되셔서 2023년 새봄 꼭!! 대박나세요..행운은 꼭 찾아옵니다~",1
spam,"(광고) ""하늘안과 16주년 감사제"" 라식,라섹,노안,백내장,망막 합리적인 수술비용/환자별 맞춤진료!",1
spam,"(광고) ★사전예약 OPEN★ 갤럭시S23 ""선착순 할인가+사전예약 사은품 증정"" 상담신청하기",1
spam,"중요 메일메일 제목(광고) 박민경님께 라식 수술 49% 할인을 제공해드립니다.
메일은 2020년 08월 12일에 my포텐 마케팅 및 제휴(보험·상조·렌탈)경품 이벤트에 참여하시고, 이메일 수신에 동의하신 고객님께 보내드립니다.",1
spam,(광고)[이벤트] 2월 첫째주! 몰테일 할인 프로모션 만나보세요.,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Yagami Junko (야가미 준코) ...] 판매가 시작되었습니다.새 창으로 메일 보기,1
spam,"[채용시작] 존슨앤드존슨, 가장 먼저 확인하세요
잡코리아에 매일 등록되는 채용정보를 놓치지 않고 받으실 수 있어요.",1
spam,(광고)★새봄 할인이벤트&적립금팍!팍!★따끈 따끈한 밥 한그릇과 맛있는 찌개 하나면 밥한그릇 뚝딱!!,1
spam,(광고)1/25일부터 기본강의만으로 동차준비 가능할까...| 공인중개사 인기질문★TOP5,1
spam,"밸류피치 운임 20% OFF!《얼리버드 SALE》
* 노선에 따라 탑승기간이 다릅니다.
항상 저희 Peach를 이용해 주셔서 감사합니다!
3월부터 10월까지 일본 여행을 저렴하게! 여행의 기본 옵션을 포함.",1
spam,"중요 메일메일 제목(광고) ""지난주 1등 23억/11명"" 당신에게도 ""꼭! 기회""는 찾아옵니다. 놓치지 마세요.",1
spam,[무료교육] 이런 아이템은 지금부터 시작하세요.,1
spam,"[채용시작] ㈜도드람푸드, 가장 먼저 확인하세요.",1
spam,중요 메일메일 제목(광고) 인생을 바꿔줄 이번주 1등 당첨!! 예상번호 실시간 무료받기!!,1
spam,"(광고) ★2023년 BIG찬스★ 갤럭시 ""Z플립4 99,000원"" 한정수량 단독특가",1
spam,중요 메일메일 제목[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Kilo Kish (킬로 키쉬) - Am...] 판매가 시작되었습니다.,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [Desireless (디자이어레스) - ...] 판매가 시작되었습니다.,1
spam,"(광고) OOO님, 언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요.",1
spam,00기업 초임연봉 700만원 인상 #현차 생산직 00이면 광탈일까요? #정유사 전망 걱정되는 이유 #한화토탈 vs 삼전 입사,1
spam,[예스24] 박*경님 '이달의 컬러 LP' 시리즈의 [바람 계곡의 나우시카 영화음악 (Naus...] 판매가 시작되었습니다.,1
spam,"(광고) S.I.VILLAGE가 제안하는 회원님만을 위한 AI 상품추천입니다.
기획전 대표 이미지
뉴이어 앱 챌린지
기획전 대표 이미지
비디비치와 함께 빛나는 새해 NEW YEAR GIFT
UP TO 74% OFF & GIFT
이벤트 더 보기
회원님 이런 상품은 어떠신가요?
[for women] 스웨이드 레더 미니 부츠 (클래식 울트라 미니)
브랜드관 바로가기검정색 화살표 아이콘
오직 시마을 앱에서만! 앱전용 10% 쿠폰 2종 받기
에스아이빌리지 10% 결제일 할인, 신세계인터내셔날 삼성카드
본 메일은 2023년 01월 20일 기준 이메일 수신에 동의한 회원님께 발송되었습니다",1
spam,(광고) OOO님께 라식 수술 49% 할인을 제공해드립니다.,1
spam,"(광고) ""지난주 1,050회 1등 17명"" 당신도 가능합니다!! 이번주 ""꼭"" 당첨되세요.",1
spam,(광고)언젠간 해야 할 라식/라섹 수술이라면 49% 할인 받고하세요!,1
spam,중요 메일메일 제목(광고) 고금리로 힘드시죠!! 금융사별 최저이율 찾아 맞춤 비교 해드립니다. '맞춤형안심대출' OK!!,1
ham,"""'아스달 연대기' 뇌안탈 후계자 송중기, 이아르크에 숨어들었다 [종합]""",0
ham,"‘섹션TV’ 유인나 “결혼은 3년 후쯤 했으면…노력해보겠다”",0
ham,"""""""마음 고생""""…나영석·정유미, 황당 불륜 지라시→방송작가 검거→벌금형 선고 [종합]""
",0
ham,"""이미자 탈세, 10년간 44억 넘는 소득 신고 누락…약 20억 세금 추가 납부""
",0
ham,"""유병재 매니저 """"서로 말 안한지 2년 됐다. 요즘 도티랑 일해"""" 서먹""
",0
ham,"""'연중' 故 전미선, 생전 마지막 미공개 인터뷰…환하게 웃는 모습 '먹먹'[종합]""
",0
ham,"""“안경 벗으면 차은우야”…‘한끼줍쇼’ 이경규, 성형 수술 후 자신감 [간밤TV]""",0
ham,"""'골목식당' 홍탁집 아들, 바지사장에서 진짜 사장으로...“요리가 재밌다” 새출발""",0
ham,"""[종합]""""20년째 열애"""" 오나라♥김도훈, 솔직해서 빛난 러브스토리""",0
ham,"""'전참시' 크러쉬, '부산의 아들' 강제 등극(ft.매니저父) [종합]""",0
ham,"""""""입장 밝혀라""""…트와이스 사나, 일왕 퇴위 심경글→박진영에 튄 불똥 [종합]
",0
ham,"""[POP이슈]""""사실무근"""" 'SKY캐슬' 측 '위올라이' 표절설 부인→여전히 '핫'(종합)""
""차태현·김준호, 내기 골프 의혹…'1박2일'에 이어지는 날벼락[종합]""
""송혜교 근황, 올블랙 카리스마""",0
ham,"""[공식] '뭉쳐야 찬다' 박태환, 용병으로 녹화 참여…""""11월 중 방송""""""",0
ham,"""[단독]""""미소가 닮았네""""..이승기X류이호, 첫 韓예능 호흡 어떨까(종합)""
",0
ham,"""'미스터 션샤인' 변요한, 김태리와 같은 양복 입고 학당 방문! 이유는?
",0
ham,[TV체크]‘하트시그널2’ 이상민 “임현주는 연애 지니어스,0
ham,김생민 영수증' 슬리피 전재산 7만원vs허세 명품중독[종합],0
ham,"""“죄책감·부끄럽다”..판빙빙, 탈세 4개월만 사과와 반성 ‘논란 일단락’(종합)[Oh!쎈 이슈]""",0
ham,"""""""몸 화났어?""""…현아♥던, '패왕색'도 닮아가나봐요 [★SHOT!]""",0
ham,"""'쇼미6' 케이케이 """"태국서 다이빙 사고로 목뼈 골절→전신마비 중태"""" 고백[전문]""",0
ham,"""""""母도 정신적 충격""""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]""",0
ham,"""'골목식당' 장어집 사장, 이번엔 카톡 폭로…""""한 사람을 쓰레기로 만들어"""" [전문]""",0
ham,"""""""20억은 와전"""" 마이크로닷 큰아버지도 보증빚..'공소시효 남았다'(종합)[Oh!쎈 이슈]
",0
ham,"""‘나 혼자 산다’ 기안84, 패션 위크서 돌발행동 사과 “민폐네…” [간밤TV]",0
ham,[종합] '나혼산' 따라쟁이 장도연의 'Lonely Life'…손담비 '망손 탈출→댄스' 도전기,0
ham,"""류필립 친누나, 60일만에 '19kg 감량'…""""아침·저녁 매일 운동""""""",0
ham,"""‘효리네 민박2’ 소길리 음악감상실 오픈, 윤아는 왜 울었나""",0
ham,"""[TV톡톡] 양세형→조세호, 막내라인이 살아야 '무도'가 산다""",0
ham,"""[MBC 연예대상] 전현무, 올해의 예능인상 """"더 겸손한 MBC 아들 될 것""""""",0
ham,"""""""워너원 조작 멤버 1명""""…'프듀' 안PD·김CP, 대담한 전 시즌 조작 [종합]",0
spam,"[신한카드,기타안내] 카드이용분석 및 주간 스마트리포트 이메일 서비스 종료 안내",1
spam,(KB국민은행-서비스안내) KB국민은행 서버 교체작업에 따른 서비스 일시중단 안내,1
spam,[안내] 카카오페이지 이용약관 및 유료서비스 이용약관 개정 안내,1
spam,[중요] 케이뱅크 한도제한 계좌 1일 이체한도 설정에 따른 원화 입금 유의사항 안내,1
spam,"[안내] KCT, LMT, CHZ 계열 디지털 자산 입금 주소 변경에 따른 입출금 중단 안내 (08/02 12시~)",1
spam,(광고)무료♨토플/GRE 석박사 유학 설명회,1
spam,(광고) 한 해의 끝과 시작을 에세이와 함께 + 윌리엄 모리스 굿즈,1
spam,(광고)11월 27일 11번가 BEST! 특가로 만나보세요!,1
spam,(광고) 마감빠른 겨울방학 토플! 수강료 선착순 3만원 지원,1
spam,(광고) ★지금 가입하면 2배 혜택★ CGV x TVING 월정기 서비스 CGV PLUS,1
spam,(광고) 2022 알라딘 독자 선정 올해의 책 + 적립금 1천원,1
spam,(광고) [디아2 레저렉션 이벤트] 100% 지급 4종 혜택에 추가 혜택까지!!,1
spam,(특가) 지금 바로 가입하면 3배 혜택! CJ ONE 멤버십 이용 혜택,1
spam,(할인) 70% 할인! 오늘만 놓치지 마세요. 스타벅스 아이스 아메리카노,1
spam,"(이벤트) [네이버페이 이벤트] 100% 적립금 지급, 지금 참여하세요.",1
spam,(신제품) 최신 레드썬스틸 2.0 출시! 지금 만나보세요.,1
spam,(할인) 지금 신규 가입하면 50% 할인! 마이크로소프트 오피스365,1
spam,(이벤트) 이번 주 특별 이벤트! 무료 주차권 + 할인쿠폰 증정,1
spam,"(포인트) 적립금 1,000원 즉시 지급! GS25 멤버십 가입 이벤트",1
spam,(무료) 지금 신청하면 무료 체험! 유튜브 프리미엄 이용권,1
spam,(할인) 전상품 50% 할인! 당일 배송 가능한 쇼핑몰 이벤트,1
spam,"(이벤트) [CU 이벤트] 모든 음료 50% 할인, 지금 가까운 CU에서 만나세요.",1
spam,(광고) ★지금 가입하면 2배 혜택★ CGV x TVING 월정기 서비스 CGV PLUS,1
spam,(광고) 2022 알라딘 독자 선정 올해의 책 + 적립금 1천원,1
spam,(광고) [디아2 레저렉션 이벤트] 100% 지급 4종 혜택에 추가 혜택까지!!,1
spam,(할인) [G마켓] 노트북 50% 할인! 단 하루만 놓치지 마세요.,1
spam,"(이벤트) [롯데카드] 10만원 상당 적립금 증정, 이제 바로 신청하세요.",1
spam,(무료) 무료 선착순 제공! 토익 온라인 모의고사 1회분,1
spam,(이벤트) [CU 이벤트] 라면 한 그릇 받아가세요! 지금 바로 신청하세요.,1
spam,"(광고) [지금 바로 시작하는] 월정액 스트리밍 서비스, 웨이브!",1
spam,(할인) [옥션] 신상품 30% 할인! 지금 구매하세요.,1
spam,"(이벤트) [쿠팡] 놀면서 받는 쿠폰 이벤트, 지금 참여하세요.",1
spam,"(광고) [지금 무료로 받는] 다이어트 식단표, 이제 바로 확인하세요.",1
spam,(할인) [현대백화점] 시즌오프! 최대 50% 할인 이벤트,1
spam,"(이벤트) [GS25] 라면 한 그릇 50% 할인, 이번 주만!",1
spam,"(광고) [KT] 오직 KT에서만 만나볼 수 있는 모바일 게임, 지금 확인하세요.",1
spam,"(할인) [네이버쇼핑] 신상품 20% 할인 이벤트, 단 3일간!",1
spam,(이벤트) [이마트] 주말 한정! 최대 50% 할인 이벤트,1
spam,"(광고) [지금 시작하는] 무료 디지털 책 서비스, 키워드!",1
spam,"할인) [11번가] 가전제품 30% 할인 이벤트, 이번 주만!",1
spam,(이벤트) [마켓컬리] 신규 가입 쿠폰 + 무료배송 이벤트!,1
spam,"(광고) [신제품 출시] 세상에서 가장 작은 휴대용 스캐너, 스",1
spam,"(광고) [지금 신청하면] 혜택 제공, KB국민카드 체크카드!",1
spam,"(이벤트) [CU 이벤트] 포카칩 무료 증정, 지금 바로 신청하세요.",1
spam,(광고) [지금 확인하세요] 최신 업데이트! 인기 무료 앱 모음,1
spam,"(할인) [티몬] 모든 상품 20% 할인, 오늘까지만!",1
spam,(이벤트) [이마트24] 컵라면 한 그릇 받아가세요! 지금 신청하세요.,1
spam,"(광고) [지금 무료로 받는] 육아 꿀팁 모음, 이제 확인하세요.",1
spam,"(할인) [신세계백화점] 여성 의류 50% 할인, 이번 주말에만!",1
spam,"(이벤트) [GS25] 햄버거 증정 이벤트, 오늘까지만!",1
spam,"(광고) [바로 이용 가능한] 국내 최저가 렌터카, 프리미엄 렌트!",1
spam,"(할인) [롯데마트] 맛있는 새우깡 20% 할인, 이번 주 한정!",1
spam,"(이벤트) [쿠팡] 놀면서 받는 쿠폰 이벤트, 이번 주만!",1
spam,"(광고) [지금 바로 시작하는] 유료 음원 서비스, 멜론!",1
spam,"(할인) [이마트] 새해맞이 세일, 최대 70% 할인 이벤트",1
spam,(이벤트) [CU 이벤트] 스팸 한 봉지 받아가세요! 지금 신청하세요.,1
spam,"(광고) [지금 무료로 받는] 영어회화 학습 모음, 이제 확인하세요.",1
spam,(할인) [G마켓] 신상품 50% 할인! 단 하루만 놓치지 마세요.,1
spam,(이벤트) [마켓컬리] 한정판 새해맞이 세트 증정 이벤트!,1
spam,(광고) [지금 확인하세요] 최신 인기 K-POP 뮤직비디오 모음,1
spam,"(할인) [네이버페이] 모든 결제 10% 할인, 단 이번 주말에만!",1
spam,"(이벤트) [이마트24] 새해맞이 세일, 최대 50% 할인 이벤트!",1
spam,(광고) 딱 1주일만! 최대 70% 할인 무쌍의 7일 대세일,1
spam,(광고) 제21회 대한민국 국제 공예박람회 이제 무료로 감상하세요!,1
spam,(광고) 카드대금 할부 이제는 0% 금리로! 당장 신청하세요~,1
spam,"(광고) 초봄 향기, 봄맞이 한정판 신상품 출시! 놓치지 마세요",1
spam,(광고) 2023년 모두가 화제로 말할 <워너비즈> 대박 예상! 무료체험 시작!,1
spam,(광고) 2억원 이상 대출 이자 무료! 당신의 꿈을 이루어드립니다~,1
spam,"(광고)정품, 실시간 경매! 오늘도 최고의 상품이 대기 중입니다~",1
spam,(광고) 버거킹 새 메뉴 출시! 신상 맛집 대공개~,1
spam,"(광고) 초대형 파도타기 랜드리, 대박 이벤트 진행 중입니다~",1
spam,"(광고) 다이아몬드 옥션, 최대 80% 할인! 이제부터 다이아몬드는 다 옥션에서 삽니다!",1
spam,"(광고) 골라먹는 달콤한 초콜릿, 10% 할인 중입니다~",1
spam,(광고) 처음 가입하는 고객 한정! 1개월 무료! 넷플릭스 이용하고 무료영화 즐기세요~,1
spam,(광고) 본인 명의로 신청 가능! 무료 샘플 신청하세요~,1
spam,"(광고) 세계적인 농구 선수와 함께하는 농구캠프, 이제 신청하세요~",1
spam,"(광고) 제이제이유얼리 최대 70% 할인 이벤트, 놓치지 마세요~",1
spam,"(광고) 집 구할 때 놓치면 후회할 실속 매물, 지금 바로 확인하세요~",1
spam,(광고) 오늘부터 이자 없는 대출 가능! 당장 신청하세요~,1
spam,"[최저가] 나이키 한정판 운동화 대량 입고 7,000원, 실제 후기 확인하세요!",1
spam,"[기한임박] NH콕서포터즈2기 모집, 중요한 건 콕! 마감일 3월 13일 17시까지!",1
spam,"특가] 심플 피치/밸류 피치 운임 최대 11% 할인 중, 지금 구매하세요!",1
spam,"[신상입고] 나이키 한정판 운동화, 대량 입고되었습니다!",1
spam,"[지금 바로] NH콕서포터즈2기 지원, 중요한 건 콕! 지원 마감 임박!",1
spam,"[11주년 기념] 심플 피치/밸류 피치 운임 최대 11% 할인, 이번 주말 한정!",1
spam,"[한정판매] 나이키 운동화 대량 입고, 실제 후기 확인하세요!",1
spam,"모집마감임박] NH콕서포터즈2기 지원 마감일, 오늘 밤 11시 59분까지!",1
spam,"[특별할인] 심플 피치/밸류 피치 운임 최대 11% 할인, 이번 주 한정!",1
spam,"[최종안내] NH콕서포터즈2기 모집, 중요한 건 콕! 마감 임박!",1
spam,"자연과 함께하는 일상, 이제 시작하세요 - 친환경 생활 캠페인 소개",1
spam,미래를 위한 투자 전략 - 최신 트렌드와 전문가 추천 주식,1
spam,"나에게 딱 맞는 교육 상담 - 취업, 외국어, 자격증 모두 가능합니다",1
spam,즘 핫한 성형수술 - 가격도 합리적인 최고의 병원 소개,1
spam,내일은 없다! 당장 구매하세요 - 인기 상품 한정 재고 소진 SALE,1
spam,"[오늘까지] 심플 피치/밸류 피치 운임 최대 11% 할인, 지금 구매하세요!",1
spam,"(광고) 나이키 한정판 운동화 대량 입고 7,000원! ★실제 후기를 확인하세요★ [4월 30일까지]",1
